title,type,description,cast,creators,directors,genres,mpaa,poster,duration,url,seasons,api_url
Not Another Happy Ending,movie,"Publisher Tom finds a sleeper hit in first-time author Jane, but success makes her too happy to finish her second novel. To get her back on track, Tom conspires to make Jane miserable again, risking his hidden feelings for her.","Iain De Caestecker,Karen Gillan,Stanley Weber",,John McKay,Comedy,,http://imghost.device.screenmedia.net/49636_NotAnotherHappyEnding_214x306.jpg,6120,https://www.popcornflix.com/movie/18-15f3cd8b-6541-4587-82f7-991535454c47-not-another-happy-ending,,https://api.unreel.me/v2/sites/popcornflix/channels/COMEDY/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Big Bad Wolf spanish,movie,"DEREK invita a sus companeros a la fiesta en la cabana y los ataca  una extrana criatura, que los asesina. Derek sospecha que su padrastro es el hombre lobo. Con la ayuda de su amiga, la investigacion termina en una persecucion mortal. Derek debe enfrentar a la Bestia en una ultima noche de horror.","Trevor Duke,David Naughton,Richard Tyson,Christopher Shyer,Clint Howard,Kimberly J. Brown",,Lance W. Dreesen,,R,http://imghost.device.screenmedia.net/33481_BigBadWolf_214x306ESP.jpg,5760,https://www.popcornflix.com/movie/18-d6306b11-2ca7-4fda-bd4e-85aec1a49d84-big-bad-wolf-spanish,,https://api.unreel.me/v2/sites/popcornflix/channels/--NOT_SELECTED-/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Dark Waters,movie,"Moneyless, ocean exploring gigolo and his worldly lady friend are forced to take part in looking into the possibility that aggression, utilizing marine life, is being planned.","Lorenzo Lamas,Simmone Mackinnon,Jeffrey Gorman",,,Horror,R,http://imghost.device.screenmedia.net/951d2835-acd1-44c6-985c-256f720fc5be-1556287779.png,5580,https://www.popcornflix.com/movie/18-1q2zac7mcf3v-dark-waters,,https://api.unreel.me/v2/sites/popcornflix/channels/POPCORNFLIX_GENERAL_MOVIES/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Orgasm Inc,movie,Orgasm Inc. explores the strange science of female pleasure and in the process reveals the warped mentality of our pharmaceutical and medical industries. Director Liz Canner follows the companies who are racing to be the first to win FDA approval for a product to cure female sexual dysfunction.,"Craig Peterson,Kim Airs,Leland Wilson,Darby Stephens,Elizabeth Canner,Virgil Place,Susan Bennett",,Elizabeth Canner,Documentary/Shorts,,http://imghost.device.screenmedia.net/50985_OrgasmInc_214x306.jpg,4740,https://www.popcornflix.com/movie/18-b59078b8-3733-4ced-9be9-195b10fa2794-orgasm-inc,,https://api.unreel.me/v2/sites/popcornflix/channels/POPCORNFLIX_GENERAL/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Torrente 3 -  The Protector,movie,"Santiago Segura is more shocking than ever in his uproarious third escapade as bawdy private detective Torrente. A popular and beautiful politician plans to expose the evil-doings of a multinational corporation. Hoping to silence her, the corporation's top executives decide to hire the most incompetent detective they can find to act as her bodyguard.","José Mota,Santiago Segura,Javi Gutiérrez",,Santiago Segura,Comedy,,http://imghost.device.screenmedia.net/49317_Torrente3_214x306.jpg,5460,https://www.popcornflix.com/movie/18-7ba81867-191e-471a-91a5-587e81b53e48-torrente-3-the-protector,,https://api.unreel.me/v2/sites/popcornflix/channels/COMEDY/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Silver Hawk,movie,"Armada con técnicas de lucha antiguas y equipamiento de alta tecnología, Lulu es una millonaria enmascarada que lucha contra un empresario codicioso que quiere esclavizar el mundo. Esta película tiene autos rápidos, peleas que desafían la gravedad y, sobre todo, una heroína sexy.","Michael Jai White,Michelle Yeoh,Luke Goss",,Jingle Ma,,PG-13,http://imghost.device.screenmedia.net/33512_SilverHawk_214x306ESP.jpg,5940,https://www.popcornflix.com/movie/18-9bcb7708-1186-426e-bc5d-9cc17877d912-silver-hawk,,https://api.unreel.me/v2/sites/popcornflix/channels/--NOT_SELECTED-/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Dead Heist,movie,"Four friends plan the perfect small town bank heist, but choose the wrong night. Their plans go horribly wrong when vampiric zombies attack the town and trap them in the bank. Now they need to escape with both the money and their lives.","Big Daddy Kane,Brandon Xavier,D.J. Naylor",,Bo Webb,Horror,,http://imghost.device.screenmedia.net/39264177-daa5-45e6-92ea-5a6afece6132-1556287803.png,4560,https://www.popcornflix.com/movie/18-q3km9uuddjxk-dead-heist,,https://api.unreel.me/v2/sites/popcornflix/channels/POPCORNFLIX_GENERAL_MOVIES/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Dead Time,movie,"A British band are ordered by their unhappy record company to an old warehouse, with the goal being to re-start their careers with a kick-ass new promo video. Unfortunately they find themselves the target of a mysterious knife-wielding maniac in this bloody British slasher!","Laurence Saunders as Zack,Carl Coleman as Jimmy,Elisabeth Shahlavi as Anji,Joe Egan as Big Al,Leslie Grantham As Mr. Laroux,Terry Christian as Tommy McEvoy",,Tony Jopia,Horror,,http://imghost.device.screenmedia.net/50124_DeadTime_214x306.jpg,6120,https://www.popcornflix.com/movie/18-2b54d8a4-81af-4019-a00b-d1cd7b4b3202-dead-time,,https://api.unreel.me/v2/sites/popcornflix/channels/POPCORNFLIX_GENERAL/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Torrente 4 -  Lethal Crisis,movie,"The world's most uncouth private eye is framed for a crime he didn't commit in the riotous fourth installment of the Torrente series.  Tossed behind bars, Torrente devises an inspired plan to escape and seek revenge on the man who sent him to prison.","Kiko Rivera,Santiago Segura,Cañita Brava",,Santiago Segura,Comedy,,http://imghost.device.screenmedia.net/49319_Torrente4_214x306.jpg,5580,https://www.popcornflix.com/movie/18-f5a3a8e0-efb0-4e7b-956e-31def9298e62-torrente-4-lethal-crisis,,https://api.unreel.me/v2/sites/popcornflix/channels/COMEDY/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Verruckt auf Video,movie,"Josh und Ivan schmeisen ihre Jobs als Wachleute eines Sicherheitsunternehmens. Um endlich ins Showbusiness zu gelangen, gruenden sie das Videoclip Unternehmen Video Aces. Durch einen Zufall verdeachtigt der Praesidentschaftskandidat Norman Mart das Duo, im Besitz eines ganz speziellen Videos zu sein.","Tim Robbins,John Cusack",,Bill Fishman,,R,http://imghost.device.screenmedia.net/e18bdbb7-0131-444c-b9c6-ddd785fe2350-1358530521.jpg,5340,https://www.popcornflix.com/movie/18-e18bdbb7-0131-444c-b9c6-ddd785fe2350-verruckt-auf-video,,https://api.unreel.me/v2/sites/popcornflix/channels/--NOT_SELECTED-/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Deep Evil,movie,"An alien microbe lands in remote Siberia in the 1950s. In the year 2004, US scientist working at a top secret underground lab in Alaska clone the microbe. A garbled distress signal is heard from the lab just before a complete lock down of the facility. A team of scientists and military personnel are in charge of finding out what went wrong.","Lorenzo Lamas,Adam J. Harrington,Ona Grauer",,Pat Williams,Horror,R,http://imghost.device.screenmedia.net/c98ca985-2540-406b-8ef2-e0073fb4d821-1556287827.png,5640,https://www.popcornflix.com/movie/18-vdmvwm2m5sz6-deep-evil,,https://api.unreel.me/v2/sites/popcornflix/channels/POPCORNFLIX_GENERAL_MOVIES/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
House on Straw Hill,movie,"Euro-cult legend Udo Kier stars in the twisted story of a disturbed novelist, his posh girlfriend, a secluded house in the English countryside, and the mysterious nymphet who triggers a nightmare of deviant desires, sexual violence, brutal murder and bloody revenge.","Linda Hayden,Udo Kier,Fiona Richmond",,James Kenelm Clarke,Horror,,http://imghost.device.screenmedia.net/52074_HouseOnStrawHill_214x306.jpg,4980,https://www.popcornflix.com/movie/18-bc948b2f-709d-4cee-aada-424c4864fa7c-house-on-straw-hill,,https://api.unreel.me/v2/sites/popcornflix/channels/POPCORNFLIX_GENERAL/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Torrente 2 -  Mission in Marbella,movie,"Everyone's favorite crime-fighting buffoon is back in action in the side-splitting second installment of the Torrente franchise. After losing all his money gambling, Torrente sets up shop as a private investigator in the seaside resort of Marbella, and stumbles upon a villain's evil plot to destroy the city.","Gabino Diego,Santiago Segura,Toni Leblanc",,Santiago Segura,Comedy,,http://imghost.device.screenmedia.net/49313_Torrente2_214x306.jpg,5940,https://www.popcornflix.com/movie/18-fa72dc53-875d-4517-b8a4-2cb58392e362-torrente-2-mission-in-marbella,,https://api.unreel.me/v2/sites/popcornflix/channels/COMEDY/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Les Patterson rettet die Welt,movie,"Les Patterson dient als australischer UN Botschafter in der UNO Generalversammlung. Er vertrottelt wichtige Aufgaben und wird in einen obskuren Golfstaat zwangsversetzt. Dort muss er Rebellenfuhrer Godowni entgegentreten, doch ein Koala, ein Schwertfisch und eine Riesenkrake stehen ihm zur Seite.","Sir Les Patterson,Dame Edna Everage",,George Miller,,R,http://imghost.device.screenmedia.net/6d40b2f0-35c1-425d-959c-a2cc40fd3a97-1358522871.jpg,5520,https://www.popcornflix.com/movie/18-6d40b2f0-35c1-425d-959c-a2cc40fd3a97-les-patterson-rettet-die-welt,,https://api.unreel.me/v2/sites/popcornflix/channels/--NOT_SELECTED-/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Dog Soldiers,movie,A routine military exercise turns into a nightmare in the Scotland wilderness.,"Sean Pertwee,Kevin McKidd,Emma Cleasby",,Neil Marshall,Action/Thriller,R,http://imghost.device.screenmedia.net/53731539-7e19-44a6-b23d-c9496fbbe2a5-1556287997.png,6300,https://www.popcornflix.com/movie/18-4ylnokgferoj-dog-soldiers,,https://api.unreel.me/v2/sites/popcornflix/channels/POPCORNFLIX_GENERAL_MOVIES/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Celluloid Bloodbath,movie,"The long-awaited sequel to 1987's horror cult classic, Mad Ron's Prevues from Hell. An awesome collection of 61 over-the-top horror movie prevue's, from the golden Grindhouse age, spanning the 1960's through the 1980's!",,,"Jim Monaco,James F. Murray Jr.",Horror,,http://imghost.device.screenmedia.net/52031_CelluloidBloodbath_214x306.jpg,6180,https://www.popcornflix.com/movie/18-edc0d232-9f48-4630-8957-a41e05ddb820-celluloid-bloodbath,,https://api.unreel.me/v2/sites/popcornflix/channels/POPCORNFLIX_GENERAL/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Torrente 1 -  The Dumb Arm of the Law,movie,"In his first hilarious misadventure, former cop Torrente hopes to win the attention of his sexy and beautiful neighbor by taking her nerdy cousin, Rafi, on his nightly crime-fighting patrols. Soon Torrente begins to suspect that a band of drug dealers is operating out of a local Chinese restaurant.","Neus Asensi,Santiago Segura,Chus Lampreave,Javier Cámara",,Santiago Segura,Comedy,,http://imghost.device.screenmedia.net/49310_Torrente1_214x306.jpg,5820,https://www.popcornflix.com/movie/18-bc112854-62b4-4f84-a7e1-703082a77869-torrente-1-the-dumb-arm-of-the-law,,https://api.unreel.me/v2/sites/popcornflix/channels/COMEDY/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Alles nur Theater,movie,"Ein Mann zieht in eine kleine Englische Stadt und tritt dort einer Theatergruppe bei. Ihm faellt schnell auf, dass das Drama auf der Buehne den Romanzen, Skandalen, Intrigen und Konflikten hinter den Kulissen auf keinen Fall nahe kommt.","Faye Dunaway,Daniel de la Vega,Gina Phillips",,Daniel de la Vega,,R,http://imghost.device.screenmedia.net/ea364191-f653-46e1-8710-7cadf0c96cb8-1358883573.jpg,5760,https://www.popcornflix.com/movie/18-ea364191-f653-46e1-8710-7cadf0c96cb8-alles-nur-theater,,https://api.unreel.me/v2/sites/popcornflix/channels/--NOT_SELECTED-/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Empty,movie,A suspenseful drama about a young couple on a road trip who get caught in the midst of a worldwide gas shortage.,"Jon Carlo,Ashley C. Williams,Barry McBrien",,C.S. Drury,Drama,,http://imghost.device.screenmedia.net/810a137b-c0f5-453e-ba16-bc002949a1ec-1556288048.png,4920,https://www.popcornflix.com/movie/18-0tusznmb8xcc-empty,,https://api.unreel.me/v2/sites/popcornflix/channels/POPCORNFLIX_GENERAL_MOVIES/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Turkey Shoot,movie,"In a totalitarian near future, defiant citizens are labeled deviants and sentenced to brutal behavior modification camps. But when new prisoners Anders and Walters are chosen as human prey for rich people to hunt, they will be thrust into a nightmare of depravity, dismemberment, cleaved skulls, exploding heads, lesbians with crossbows, the insane hungers of a deformed cannibal circus freak, and more","Roger Ward,Steve Railsback,Michael Craig,Olivia Hussey",,Brian Trenchard-Smith,Horror,,http://imghost.device.screenmedia.net/52029_TurkeyShoot_214x306.jpg,5640,https://www.popcornflix.com/movie/18-433c0c63-f49e-480e-a3dd-1c6b39530a48-turkey-shoot,,https://api.unreel.me/v2/sites/popcornflix/channels/POPCORNFLIX_GENERAL/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Eurotrapped,movie,"Fresh from college and eager to explore Europe, Charlie takes a leap of faith and arrives in Italy without plans, friends or a place to stay. He's ready to experience the world, meet new people and, at all costs, postpone adulthood.","Alec Baldwin,Giancarlo Giannini,Eva Amurri Martino,Alessandra Mastrondari,Bobby Kennedy III",,"Giovanni Consonni,Marco Bellone",Comedy,R,http://imghost.device.screenmedia.net/004af0b3-1b90-44f8-b3ae-348010d8862d-1454448003.jpg,6000,https://www.popcornflix.com/movie/18-004af0b3-1b90-44f8-b3ae-348010d8862d-eurotrapped,,https://api.unreel.me/v2/sites/popcornflix/channels/COMEDY/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
The Fear of Darkness,movie,A brilliant young psychiatrist is forced to confront the dark creature that dwells deep within her own unconscious when she investigates the supernatural disappearance of a university student.,"Maeve Dermody,Penelope Mitchell,Aaron Pedersen",,Christopher Fitchett,Horror,TV-MA,http://imghost.device.screenmedia.net/826347d5-f702-4639-a533-0b72658ba2b8-1556288070.png,5520,https://www.popcornflix.com/movie/18-lmpy4zssjtfi-the-fear-of-darkness,,https://api.unreel.me/v2/sites/popcornflix/channels/POPCORNFLIX_GENERAL_MOVIES/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Virus,movie,"A military-engineered virus, released during a plane crash, kills the entire human population. The only survivors are scientists in Antarctica, who desperately try to find a cure and save what is left of the planet from further destruction.","Glenn Ford,Chuck Connors,Olivia Hussey,George Kennedy,Robert Vaughn",,Kinji Fukasaku,Horror,PG,http://imghost.device.screenmedia.net/51770_Virus_214x306.jpg,9360,https://www.popcornflix.com/movie/18-e59800d7-330d-4dc9-a960-f6db2a3c6fe2-virus,,https://api.unreel.me/v2/sites/popcornflix/channels/POPCORNFLIX_GENERAL/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Paranormal Whacktivity,movie,"When newlyweds Michael and Kasey move into a new house, their attempts to consummate their relationship are interrupted by a demonic presence, who just may have a thing for Kasey. Determined to get back in the sack, the couple will do anything to fix their haunted sex life.  Paranormal Whacktivity is guaranteed to have you laugh your pants off and leave you scared stiff!","Chanel Ryan,Aneliese Roettger,Sundai Love,Might Mike Murga,William Patrick Riley,Annabelle Amirav,Sasha Formoso",,Roger Roth,Comedy,R,http://imghost.device.screenmedia.net/48650_ParanormalWhacktivity_214x306.jpg,5340,https://www.popcornflix.com/movie/18-ed8710df-fc4e-40d3-8256-83a504b65026-paranormal-whacktivity,,https://api.unreel.me/v2/sites/popcornflix/channels/COMEDY/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Hangman,movie,"Returning from vacation, the Miller family find their home has been broken into. After cleaning up the mess they continue with their lives, shaking off the feeling of being violated. But little do they know the nightmare has just begun.","Kate Ashfield,Ryan Simpkins,Jeremy Sisto",,Adam Mason,Action/Thriller,TV-MA,http://imghost.device.screenmedia.net/42bc2ff6-2431-4f2e-a952-56f07d4fffa0-1556288096.png,5100,https://www.popcornflix.com/movie/18-ud0qqgg2uo0a-hangman,,https://api.unreel.me/v2/sites/popcornflix/channels/POPCORNFLIX_GENERAL_MOVIES/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Miss Minoes,movie,"This family film tells the tale of Miss Minoes (Carice Van Houten, from Game of Thrones), a cat who is transformed into a young woman and befriends Tibbe, a shy bumbling reporter for the local newspaper. Still recognized as a cat by the neighborhood felines despite her new appearance,  she organizes them into a news-gathering service and helps Tibbe become a star reporter.",Clarice Van Houten,,Vincent Bal,Family/Kids,PG,http://imghost.device.screenmedia.net/51763_MissMinoes_214x306.jpg,5220,https://www.popcornflix.com/movie/18-deb807c0-4375-4c5f-bb46-f946f8b0efc3-miss-minoes,,https://api.unreel.me/v2/sites/popcornflix/channels/POPCORNFLIX_GENERAL/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Beauty and the Least,movie,Likeable loser Ben Banks is a serial underachieving stoner in his twelfth year of community college. But when he finds love he learns that growing up isn't so bad.,"Mischa Barton,Ben Banks,Jada Facer,Katharine Towne,Melora Hardin,Ben Lyons,David Sullivan",,Bryce Clark,Comedy,,http://imghost.device.screenmedia.net/48385_BeautyAndTheLeast_214x306.jpg,5100,https://www.popcornflix.com/movie/18-f9f797e8-3f15-40d6-8730-692e2d2fef5f-beauty-and-the-least,,https://api.unreel.me/v2/sites/popcornflix/channels/COMEDY/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
In A Dark Place,movie,"An art teacher is hired as nanny for 2 orphans, a boy and girl, at a huge, isolated country estate. The nanny starts seeing dead, former employees. Is she mad or is the estate haunted?","Christian Olson,Tara Fitzgerald,Leelee Sobieski",,Donato Rotunno,Horror,R,http://imghost.device.screenmedia.net/54d4535b-e789-4feb-b832-e2653f097160-1556288150.png,6000,https://www.popcornflix.com/movie/18-jagv3k9n1yiz-in-a-dark-place,,https://api.unreel.me/v2/sites/popcornflix/channels/POPCORNFLIX_GENERAL_MOVIES/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Nerve,movie,"Nerve is a psychological drama that tells the story of Jakob Evans who has suffered an emotional breakdown from the death of his wife in a car accident. Having found his wife in bed with another man just before her death, Jakob decides his only chance of closure is to find her lover so that he can comprehend what they shared. With the help of Grace, a lost and troubled companion, Jakob starts to search for the pieces of the puzzle to lead him to the man but closure changes to obsession and revenge and ultimately forces Jakob to face his own personal failings, as Grace realizes all is not what it seems.","Christian Clark,Georgina Haig",,Sebastien Guy,Drama,,http://imghost.device.screenmedia.net/51490_Nerve_214x306.jpg,5160,https://www.popcornflix.com/movie/18-19ec2872-f8fa-4fcd-8d1e-90c96b5f4e71-nerve,,https://api.unreel.me/v2/sites/popcornflix/channels/POPCORNFLIX_GENERAL/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Brotherhood of the Traveling Rants,movie,'Godfather of hipsterdom' Gavin McInnes goes on a stand-up comedy tour with his best friend from high school and things go from bad to worse to downright catastrophic.,"Bryan Gaynor,Gavin McInnes,Steve Durand",,"Bryan Gaynor,Gavin McInnes,Steve Durand",Comedy,,http://imghost.device.screenmedia.net/48398_BrotherhoodOfTheTravelingRants_214x306.jpg,3900,https://www.popcornflix.com/movie/18-913f289b-13af-4a03-9288-66a3c3c1086e-brotherhood-of-the-traveling-rants,,https://api.unreel.me/v2/sites/popcornflix/channels/COMEDY/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Maniac Cop 2,movie,"A supernatural, maniac killer cop teams up with a Times Square serial killer.","Robert Davi,Michael Lerner,Claudia Christian",,William Lustig,Action/Thriller,R,http://imghost.device.screenmedia.net/346b48c6-2c25-4791-8f5c-ce40fa7d4110-1556288342.png,5280,https://www.popcornflix.com/movie/18-qf3lwqp18nxt-maniac-cop-2,,https://api.unreel.me/v2/sites/popcornflix/channels/POPCORNFLIX_GENERAL_MOVIES/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Smash and Grab,movie,"Through never-before-seen interviews with key gang members and shocking real surveillance footage, this provocative documentary delves into the The Pink Panther Gang's incredible history.",Tomislav Benzon,,Havana Marking,Documentary/Shorts,,http://imghost.device.screenmedia.net/51322_SmashAndGrab_214x306.jpg,5640,https://www.popcornflix.com/movie/18-9a76850e-dbdd-4394-8d18-09e0e27e6462-smash-and-grab,,https://api.unreel.me/v2/sites/popcornflix/channels/POPCORNFLIX_GENERAL/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
2 Jacks,movie,"Jack Hussar is a legendary Hollywood director, whose persona commands respect and adoration from his fans. Can his son, Jack Jr. maintain his legacy? Find out in this star filled comical adaptation of Leo Tolstoy's 'Two Hussars.'","Jack Huston,Billy Zane,Sienna Miller,Danny Huston",,Bernard Rose,Comedy,,http://imghost.device.screenmedia.net/48353_2Jacks_214x306.jpg,5520,https://www.popcornflix.com/movie/18-92f235ef-fb21-496a-8108-2ae98881cb9d-2-jacks,,https://api.unreel.me/v2/sites/popcornflix/channels/COMEDY/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Maniac Cop 3,movie,"A female cop is gunned down and wrongly accused of using excessive force in a hostage rescue attempt. Maniac cop returns from the dead once more to seek revenge, destroying everthing and anyone that stands in his way.","Robert Davi,Robert Z'Dar,Caitlin Dulany",,William Lustig,Action/Thriller,R,http://imghost.device.screenmedia.net/ecbb1196-3479-45c1-b982-2f3aec5f3d8f-1556288363.png,5100,https://www.popcornflix.com/movie/18-ddrgxsleppdi-maniac-cop-3,,https://api.unreel.me/v2/sites/popcornflix/channels/POPCORNFLIX_GENERAL_MOVIES/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Legends of the Knight,movie,"Legends of the Knight weaves together the uplifting true stories of individuals who have overcome devastating obstacles, unselfishly given to the community, and embraced their inner superhero because of their love of Batman.","Michael Uslan,Denny O'Neil,Jill Pantozzi,Lenny B. Robinson",,Brett Culp,Documentary/Shorts,,http://imghost.device.screenmedia.net/51060_LegendsOfTheKnight_214x306.jpg,4560,https://www.popcornflix.com/movie/18-ba7bf507-ac9f-4574-83ab-ccc94235b95b-legends-of-the-knight,,https://api.unreel.me/v2/sites/popcornflix/channels/POPCORNFLIX_GENERAL/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
The Inspector General,movie,An illiterate stooge in a traveling medicine show wanders into a strange town and is picked up on a vagrancy charge. The town's corrupt officials mistake him for the inspector general whom they think is traveling in disguise.,"Walter Slezak,Barbara Bates,Danny Kaye,Elsa Lanchester,Gene Lockhart",,Henry Koster,Comedy,,http://imghost.device.screenmedia.net/43212_InspectorGeneral_214x306.jpg,6000,https://www.popcornflix.com/movie/18-24601cee-96a0-410f-abae-756243fd7654-the-inspector-general,,https://api.unreel.me/v2/sites/popcornflix/channels/COMEDY/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Lavalantula,movie,"Volcanic eruptions in Los Angeles unleash a swarm of gigantic, lava breathing tarantulas.","Nia Peeples,Steve Guttenberg,Patrick Renna",,Mike Mendez,Action/Thriller,TV-14,http://imghost.device.screenmedia.net/d5a6fd82-e4ba-45bc-8c54-9c9d2e787352-1556288319.png,5040,https://www.popcornflix.com/movie/18-tmcpyyyhfo3e-lavalantula,,https://api.unreel.me/v2/sites/popcornflix/channels/POPCORNFLIX_GENERAL_MOVIES/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
The Last Man on Earth,movie,"Starring The Merchant of Menace himself, Vincent Price. When a disease turns all of humanity into the living dead, the last man on earth becomes a reluctant vampire hunter.","Franca Bettoia,Emma Danieli,Vincent Price",,"Ubaldo Ragona,Sidney Salkow",Horror,,http://imghost.device.screenmedia.net/50965_LastManOnEarth_214x306.jpg,5160,https://www.popcornflix.com/movie/18-8e74abad-fe7c-460e-8556-67e9afeb81ae-the-last-man-on-earth,,https://api.unreel.me/v2/sites/popcornflix/channels/POPCORNFLIX_GENERAL/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Henry's Crime,movie,"Released from prison for a crime he didn't commit, an ex-con targets the same bank he was sent away for robbing.","James Caan,Keanu Reeves,Vera Farmiga",,Malcolm Venville,Comedy,R,http://imghost.device.screenmedia.net/42598_HenrysCrime_214x306.jpg,6480,https://www.popcornflix.com/movie/18-ee8690d4-9eb2-4cd9-b9e9-b599e0b8ff06-henrys-crime,,https://api.unreel.me/v2/sites/popcornflix/channels/COMEDY/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Miners Massacre,movie,"A group of friends discover gold deep inside an old mine. But by taking the gold and think they've hit it big, they awaken a long dead miner who's Hell Bent on protecting his treasure.","Karen Black,John Phillip Law,Richard Lynch",,John Carl Buechler,Horror,R,http://imghost.device.screenmedia.net/d8952c8d-0fbc-49b9-bc51-900991ee6fdf-1556288401.png,5160,https://www.popcornflix.com/movie/18-lr4wx8mfwk67-miners-massacre,,https://api.unreel.me/v2/sites/popcornflix/channels/POPCORNFLIX_GENERAL_MOVIES/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
My Mistress,movie,"Charlie just found out his mother is having an affair, but is distracted from his problems by the mysterious woman down the street who has visitors day and night. After a sudden family tragedy, Charlie soon finds solace in Maggie, the beautiful French stranger, and a dominatrix. What starts as a perverse game quickly turns into a taboo love affair.","Rachel Blake,Emmanuelle Beart,Socratis Otto,Harrison Gilbertson",,Stephen Lance,Drama,,http://imghost.device.screenmedia.net/50751_MyMistress_214x306.jpg,6300,https://www.popcornflix.com/movie/18-51144d2f-eab6-4fe8-ad69-f46691a7e092-my-mistress,,https://api.unreel.me/v2/sites/popcornflix/channels/POPCORNFLIX_GENERAL/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Sexting,movie,"'Sexting' follows the twists and turns in the complicated love lives of two twentysomethings, Breslin and Carly Pope, as they navigate the world of digital dating. In order to get into a relationship, these two must first untangle themselves from the significant others they've been managing through their BlackBerrys. A quirky, quick-witted look at courtship in the 21st Century.","Carly Pope,Jason Lews,Eric McCormack",,Warren P. Sonoda,Comedy,R,http://imghost.device.screenmedia.net/46512_Sexting_214x306.jpg,5640,https://www.popcornflix.com/movie/18-e88b698a-6875-4608-8a11-8995fe19ceb9-sexting,,https://api.unreel.me/v2/sites/popcornflix/channels/COMEDY/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Nocturna,movie,"Two New Orleans detectives become embroiled in a centuries long feud between two secretive factions of vampires while investigating a runaway child's case. Torn between their everyday lives and the dangerous lure of immortality, the detectives must race to destroy the evil Moldero clan.","Estella Warren,Mike Doyle,Massimo Dobrovic",,Buz Alexander,Horror,,http://imghost.device.screenmedia.net/d2b2273b-1da5-4727-bdab-e64b58d1ce86-1556288427.png,5700,https://www.popcornflix.com/movie/18-jcaquxasvtnt-nocturna,,https://api.unreel.me/v2/sites/popcornflix/channels/POPCORNFLIX_GENERAL_MOVIES/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Puppy Love,movie,"14 year-old Diane's humdrum life is turned upside down when she meets her free-spirited new neighbor Julia. Diane soon says goodbye to childhood and hello to amorality as Julia whisks her into new adventures that involve mysterious men, nightclubbing and sexcapades.","Vincent Perez,Audrey Bastien,Solène Rigot",,Delphine Lehericey,Drama,,http://imghost.device.screenmedia.net/50753_PuppyLove_214x306.jpg,5100,https://www.popcornflix.com/movie/18-5b601b17-b0da-476a-b3eb-fed873e69e60-puppy-love,,https://api.unreel.me/v2/sites/popcornflix/channels/POPCORNFLIX_GENERAL/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
